#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1520527978297531167,0.0052074849,-0.1890461889,0.0932135082,2.5182840899,0.2768099859,10.1082225594
1520527978302546167,-0.0015637954,-0.1888018969,0.1097316325,2.4966378710,0.2924004973,10.1165530567
1520527978307562167,-0.0068432467,-0.1978703927,0.1221176293,2.4557505688,0.2552303286,10.0821229595
1520527978312577167,-0.0113694210,-0.2086927277,0.1366532545,2.4401171885,0.2336470186,10.0160539680
1520527978317594167,-0.0166566622,-0.2244674381,0.1506113957,2.4473325948,0.1760877163,9.9544462363
1520527978322610167,-0.0269711109,-0.2408254299,0.1640333333,2.4497377302,0.1113339461,9.9207837959
1520527978327624167,-0.0304979822,-0.2548475018,0.1766488165,2.4413197562,0.1029406188,9.8953067496
1520527978332640167,-0.0330190819,-0.2668222040,0.1865725354,2.4112555634,0.1125360837,9.8921035895
1520527978337656167,-0.0340219603,-0.2706353633,0.1957440626,2.3920144800,0.1317238290,9.8980828807
1520527978342673167,-0.0370339513,-0.2726973609,0.2035799327,2.3559374486,0.1700991324,9.8925858938
1520527978347689167,-0.0372711014,-0.2689393262,0.2147016812,2.3366963652,0.2132696862,9.9461897004
1520527978352705167,-0.0364912675,-0.2573171576,0.2272343157,2.3090373078,0.2300598063,9.9789825766
1520527978357720167,-0.0321829589,-0.2395810914,0.2422420139,2.2970116307,0.2972126066,9.9592776970
1520527978362735167,-0.0291281532,-0.2198065542,0.2575381532,2.2657448701,0.3811548714,10.0234180922
1520527978367753167,-0.0280825973,-0.2003292882,0.2747296244,2.2525166253,0.4363163611,10.0688166724
1520527978372768167,-0.0265377016,-0.1840606973,0.2932484378,2.2188447293,0.4842846005,10.0656112086
1520527978377782167,-0.0247503476,-0.1733239433,0.3101012704,2.2008062136,0.5514378691,10.0761805970
1520527978382799167,-0.0229685018,-0.1698863711,0.3323094439,2.2633397347,0.5826106498,10.1789723432
1520527978387815167,-0.0237033883,-0.1708278357,0.3571943972,2.2705551410,0.6053937559,10.1114755460
1520527978392832167,-0.0244450062,-0.1767228373,0.3820415581,2.2465037867,0.6161878929,10.0814833803
1520527978397847167,-0.0249399866,-0.1852365590,0.4055155150,2.1394752603,0.6042048244,10.0592939446
1520527978402863167,-0.0239309454,-0.1919809867,0.4214247250,2.0516878172,0.6461815764,10.0554589111
1520527978407879167,-0.0241705693,-0.1937760120,0.4387267905,1.9939645670,0.6114109998,10.0235146339
1520527978412895167,-0.0254189875,-0.1949740933,0.4506242512,1.9230130719,0.5790397343,10.0776954263
1520527978417911167,-0.0264162793,-0.1950007106,0.4603657704,1.8616821186,0.5262823324,10.1527210482
1520527978422927167,-0.0299202711,-0.1915367972,0.4720324551,1.8568718477,0.4063686647,10.1354526430
1520527978427941167,-0.0349286254,-0.1860359682,0.4845291394,1.8713026603,0.2912500601,10.1656401817
1520527978432959167,-0.0411901730,-0.1776196008,0.4962387504,1.8532641446,0.2300953034,10.2123611520
1520527978437975167,-0.0459427004,-0.1700848090,0.5109148968,1.8556692800,0.2049131672,10.2146865859
1520527978442990167,-0.0524549862,-0.1654754782,0.5296302678,1.8087691392,0.1665443264,10.2291262294
1520527978448006167,-0.0612267582,-0.1579473607,0.5462077029,1.7666792693,0.1989243959,10.2608822210
1520527978453022167,-0.0692615619,-0.1591437298,0.5564944898,1.7306022379,0.2828670353,10.2704486706
1520527978458038167,-0.0777977363,-0.1612224621,0.5697515457,1.7498433213,0.3584113835,10.3038898960
1520527978463053167,-0.0858434075,-0.1705783263,0.5802466320,1.7173739930,0.4411546015,10.3750160293
1520527978468070167,-0.0949043926,-0.1872184692,0.5904174623,1.7065508836,0.5298918358,10.3715484119
1520527978473085167,-0.1024572358,-0.2047372739,0.6024726442,1.6824995294,0.6426129088,10.3542404358
1520527978478100167,-0.1110274040,-0.2263140028,0.6063821929,1.6620558782,0.7637276837,10.3415377350
1520527978483117167,-0.1198451349,-0.2464397351,0.6124676909,1.6596507428,0.8104943476,10.2845704871
1520527978488133167,-0.1233793452,-0.2627790431,0.6199250173,1.7293996702,0.8140863366,10.2536723430
1520527978493149167,-0.1261506421,-0.2732940073,0.6287781348,1.7570587276,0.7025641230,10.1942425336
1520527978498165167,-0.1248863777,-0.2739046929,0.6393226449,1.7233868316,0.5898475457,10.1946801931
1520527978503181167,-0.1228583218,-0.2686939484,0.6523451297,1.7221842639,0.4939164055,10.2342983397
1520527978508197167,-0.1168057837,-0.2588107351,0.6621491655,1.6428147948,0.3883982298,10.1817151534
1520527978513213167,-0.1109971113,-0.2442691099,0.6733419669,1.5790787060,0.3128573471,10.2556242589
1520527978518228167,-0.1016628261,-0.2265310746,0.6883403306,1.4864809921,0.3188602610,10.2751140048
1520527978523244167,-0.0913172690,-0.2023734447,0.7001391845,1.3457805697,0.3872222234,10.2799032759
1520527978528260167,-0.0804752261,-0.1814150202,0.7097482839,1.2676136684,0.4267999452,10.4026506316
1520527978533277167,-0.0673753240,-0.1642480791,0.7209475581,1.2267263661,0.5539120146,10.5144904731
1520527978538291167,-0.0552888501,-0.1552497682,0.7356035494,1.1353312200,0.7086082473,10.6047142971
1520527978543308167,-0.0449775182,-0.1549798420,0.7450557432,1.0186821518,0.8597090257,10.7009981551
1520527978548324167,-0.0346749366,-0.1593640556,0.7514963627,0.8972228128,1.0120093191,10.7171397311
1520527978553340167,-0.0286552555,-0.1707388010,0.7562682872,0.7938019895,1.1487193822,10.7528773799
1520527978558355167,-0.0196325690,-0.1905588741,0.7596174120,0.7757634738,1.1822967189,10.7251287594
1520527978563371167,-0.0126236644,-0.2141735611,0.7651057376,0.7853840155,1.1535165995,10.6727667051
1520527978568387167,-0.0056223300,-0.2444951912,0.7724367536,0.7649403644,1.1019551535,10.6218816387
1520527978573403167,0.0023901391,-0.2704456597,0.7797992489,0.7252556298,0.9628579551,10.6119442533
1520527978578418167,0.0074024608,-0.2864967915,0.7896778429,0.6723426505,0.7937832765,10.5882191296
1520527978583435167,0.0146880843,-0.2949754101,0.8012333120,0.6350630514,0.6474910483,10.5143474327
1520527978588450167,0.0237348264,-0.3008257798,0.8109117005,0.5893654783,0.5467668118,10.5544033437
1520527978593466167,0.0312829689,-0.3005605788,0.8217217577,0.5280345249,0.5851440820,10.6095836486
1520527978598481167,0.0365762004,-0.2941720899,0.8306888790,0.4354368110,0.7110610383,10.6440643320
1520527978603498167,0.0401163265,-0.2822428851,0.8378076847,0.3488519357,0.8309818241,10.6366551545
1520527978608514167,0.0388840683,-0.2665180825,0.8414471615,0.2249874613,1.0108625346,10.6318746546
1520527978613530167,0.0373954540,-0.2537035815,0.8437121448,0.2153669196,1.1799420836,10.6620191611
1520527978618546167,0.0291155222,-0.2461395740,0.8470318976,0.1804924559,1.3118502463,10.6866350034
1520527978623561167,0.0198344330,-0.2391747548,0.8563010809,0.1287820442,1.4065863671,10.7044781023
1520527978628577167,0.0077851873,-0.2342470682,0.8642071070,0.0506151429,1.4389692465,10.6017765469
1520527978633594167,-0.0080416836,-0.2366112991,0.8742289241,-0.0119183782,1.3766188148,10.4897180519
1520527978638609167,-0.0211043497,-0.2369252857,0.8807440721,-0.1935061029,1.2890957065,10.4032479367
1520527978643625167,-0.0376984738,-0.2424651760,0.8796504536,-0.3498399055,1.1691938400,10.2956449963
1520527978648641167,-0.0545447671,-0.2450752941,0.8726275230,-0.4328170777,0.9881300986,10.1141726146
1520527978653657167,-0.0708879374,-0.2482723549,0.8672224882,-0.4027528849,0.7746807617,10.0699266603
1520527978658673167,-0.0854719336,-0.2535178878,0.8653157213,-0.3342065253,0.5780163937,10.0101819021
1520527978663689167,-0.0982964068,-0.2616911454,0.8687943745,-0.2836986813,0.4676915410,10.0074735810
1520527978668705167,-0.1103737580,-0.2745248032,0.8716949663,-0.2187600248,0.4473010961,9.9836185076
1520527978673720167,-0.1204466618,-0.2931919198,0.8769822757,-0.2620524625,0.4748846976,9.9805265630
1520527978678736167,-0.1297694485,-0.3130169948,0.8795538336,-0.3293962544,0.5840117211,10.0322099703
1520527978683753167,-0.1348160190,-0.3296344378,0.8818713653,-0.4412350517,0.7147267377,10.0227117869
1520527978688768167,-0.1403607807,-0.3404127324,0.8799055578,-0.5494661459,0.8958053710,9.9945350729
1520527978693783167,-0.1438965983,-0.3503073445,0.8746961350,-0.7033948131,1.0517056145,10.0191241851
1520527978698801167,-0.1461780740,-0.3604870214,0.8673177883,-0.7719411728,1.1500404679,10.0324790710
1520527978703816167,-0.1449410565,-0.3697882526,0.8588573932,-0.8032079333,1.2675586645,9.9629401700
1520527978708831167,-0.1431995516,-0.3785101600,0.8517532403,-0.8537157773,1.2339866664,9.8914115987
1520527978713848167,-0.1379319518,-0.3843299556,0.8495346102,-0.8958056472,1.1704355020,9.7826417190
1520527978718863167,-0.1316557694,-0.3878190095,0.8476024438,-0.9258698400,1.0433289586,9.6691681878
1520527978723880167,-0.1263862329,-0.3918890410,0.8448560605,-0.9162492983,0.9162193245,9.5669298294
1520527978728894167,-0.1145789240,-0.3933355088,0.8426586419,-0.9463134912,0.7987059045,9.4650683831
1520527978733911167,-0.1045368189,-0.3979820681,0.8382756693,-0.9775802517,0.6656037526,9.3702067069
1520527978738927167,-0.0949980093,-0.4008703191,0.8301193260,-0.9318826786,0.5444870108,9.2687734940
1520527978743943167,-0.0854610070,-0.4063868583,0.8241073422,-0.8958056472,0.5013151458,9.2080329529
1520527978748959167,-0.0786978380,-0.4186048678,0.8175082696,-0.9114390275,0.4641430102,9.1628977540
1520527978753975167,-0.0716895253,-0.4337293399,0.8081810405,-0.8885902409,0.4701369328,9.1429130640
1520527978758989167,-0.0611610060,-0.4476883522,0.7993972613,-0.9775802517,0.5121137784,9.1762783420
1520527978764006167,-0.0518944733,-0.4630931246,0.7862759660,-1.0569497208,0.5816701046,9.1909287815
1520527978769022167,-0.0413748298,-0.4793642740,0.7704402089,-1.1122678355,0.6320383107,9.1356351920
1520527978774038167,-0.0323566830,-0.4892175418,0.7516801552,-1.1471422992,0.6824049246,9.1626548374
1520527978779053167,-0.0248390844,-0.4990954386,0.7418509163,-1.1399268929,0.7351665413,9.2043703385
1520527978784069167,-0.0165535149,-0.5002387884,0.7347924288,-1.1567628409,0.7495575376,9.1963851695
1520527978789086167,-0.0070028696,-0.4940926623,0.7261639095,-1.1856244660,0.7675468918,9.1362170652
1520527978794102167,0.0025470309,-0.4873586680,0.7156460150,-1.2698042059,0.7651551672,9.0638236887
1520527978799117167,0.0126026968,-0.4782934006,0.7051449718,-1.3130966436,0.7315826071,8.9771170156
1520527978804134167,0.0214079412,-0.4642729033,0.6938724169,-1.2409425808,0.6584294216,8.8195966081
1520527978809148167,0.0334931332,-0.4420989151,0.6850909541,-1.2505631225,0.5912783072,8.7337570790
1520527978814165167,0.0458280794,-0.4228466865,0.6792627986,-1.2289169037,0.5109342130,8.6755175360
1520527978819181167,0.0581653112,-0.4027239465,0.6747940418,-1.1880296015,0.4989396243,8.7076712881
1520527978824197167,0.0697551975,-0.3794035563,0.6730565981,-1.1964475755,0.5193256671,8.6786797459
1520527978829212167,0.0841033884,-0.3601600097,0.6707418054,-1.2818298831,0.5553065297,8.7561772257
1520527978834228167,0.0949322940,-0.3423776777,0.6695046151,-1.3118940759,0.6236598753,8.8575097238
1520527978839245167,0.1102811482,-0.3266310800,0.6674318244,-1.3431608364,0.6980090167,8.9402537770
1520527978844260167,0.1200922739,-0.3187591296,0.6672030996,-1.3539839459,0.8011359361,9.0123114845
1520527978849276167,0.1311516257,-0.3158351248,0.6650404274,-1.4333534149,0.8467094537,9.1420375622
1520527978854292167,0.1384416244,-0.3137911211,0.6645013623,-1.4718355817,0.8011451147,9.1842937413
1520527978859307167,0.1467462705,-0.3073876105,0.6683225108,-1.5331665351,0.7747688021,9.2581314938
1520527978864324167,0.1530376288,-0.3006825765,0.6680914278,-1.6979183118,0.8155524079,9.2515603213
1520527978869340167,0.1573233990,-0.2878476003,0.6635820290,-1.8939368490,0.8107711128,9.2929858173
1520527978874356167,0.1628725319,-0.2680101619,0.6558770999,-1.9793191566,0.7855958137,9.3658943576
1520527978879370167,0.1639042293,-0.2423402493,0.6457901205,-2.0466629485,0.8071855863,9.4165009826
1520527978884388167,0.1649414702,-0.2125909533,0.6357342643,-2.1332478238,0.7352439044,9.4325217785
1520527978889404167,0.1684949101,-0.1808024379,0.6262303942,-2.2029967512,0.6609026305,9.4251381631
1520527978894419167,0.1687832255,-0.1475575514,0.6164731611,-2.1729325584,0.5877527231,9.3819175401
1520527978899434167,0.1703273255,-0.1169441030,0.6102106832,-2.2450866211,0.4990219514,9.3687606471
1520527978904451167,0.1706171699,-0.0866312725,0.6071948666,-2.3388869028,0.4174877081,9.3302402621
1520527978909466167,0.1704016488,-0.0568948521,0.6017406242,-2.3966101530,0.3215609699,9.3030041971
1520527978914483167,0.1691832140,-0.0277517926,0.6000714451,-2.4591436741,0.2412234318,9.3153126453
1520527978919498167,0.1674593707,0.0011076981,0.5954249714,-2.5168669243,0.1668812213,9.3647570331
1520527978924514167,0.1657302936,0.0267648728,0.5896718603,-2.5914261225,0.1488999218,9.3039066571
1520527978929529167,0.1652565149,0.0486214292,0.5887573416,-2.6094646382,0.1489013267,9.3540544230
1520527978934546167,0.1640237354,0.0663968499,0.5883541916,-2.5950338256,0.1776795730,9.4294252552
1520527978939561167,0.1630366642,0.0789223486,0.5898043806,-2.6178826122,0.1944693184,9.5458456760
1520527978944577167,0.1625422915,0.0841634311,0.5911980591,-2.6575673467,0.2448363070,9.5798850052
1520527978949593167,0.1600301814,0.0841595328,0.5922849099,-2.6587699144,0.2868063155,9.6949080349
1520527978954609167,0.1560190365,0.0917361405,0.5915385400,-2.7465573575,0.3167916632,9.7003818463
1520527978959630167,0.1540156046,0.0996151184,0.5870030169,-2.8102934462,0.3731562271,9.7881080520
1520527978964641167,0.1562890475,0.1106995430,0.5830251052,-2.9305502175,0.3743647335,9.8067095476
1520527978969657167,0.1552967543,0.1244131612,0.5760972638,-2.9750452229,0.3156103182,9.8699557058
1520527978974673167,0.1573279663,0.1439556514,0.5692082834,-3.0147299574,0.2544572474,9.8669151771
1520527978979688167,0.1596166753,0.1661119596,0.5655853948,-3.0724532077,0.1897081602,9.9140259223
1520527978984704167,0.1603904248,0.1847790755,0.5589626247,-3.1987228175,0.1165704287,9.9618120411
1520527978989720167,0.1644282913,0.2028712581,0.5498944280,-3.3478412139,0.0902009532,10.0272071110
1520527978994736167,0.1662002068,0.2200985991,0.5370361200,-3.3983490579,0.0422392700,10.1369870287
1520527978999753167,0.1657046699,0.2332463990,0.5238803433,-3.4187927090,0.0362451601,10.1906504832
1520527979004768167,0.1611856192,0.2425966121,0.5136791390,-3.4476543341,0.0890095866,10.2385278558
1520527979009783167,0.1576673690,0.2504983091,0.5004889476,-3.4969596103,0.1285850606,10.2540770463
1520527979014800167,0.1511240729,0.2511127545,0.4877898714,-3.5222135323,0.1741543635,10.2961155999
1520527979019816167,0.1380492967,0.2540586301,0.4740385312,-3.5775316471,0.1957431995,10.3291730151
1520527979024832167,0.1239610571,0.2520556739,0.4583574442,-3.6100009754,0.2113345538,10.3329602821
1520527979029847167,0.1073543760,0.2468501455,0.4413038409,-3.5859496211,0.2257223657,10.3292257171
1520527979034863167,0.0889937466,0.2439684483,0.4267062025,-3.6316471942,0.1861542908,10.3506276886
1520527979039879167,0.0721403456,0.2434308013,0.4075242682,-3.6617113870,0.1118099261,10.3661006854
1520527979044896167,0.0542848269,0.2443460410,0.3897080456,-3.7050038247,0.0770382255,10.3177459322
1520527979049911167,0.0351707479,0.2443895485,0.3708053039,-3.7374731529,0.0146854524,10.3088256228
1520527979054927167,0.0223424838,0.2470587067,0.3516403559,-3.8180451897,-0.0308756085,10.2480606668
1520527979059942167,0.0057421929,0.2506129249,0.3278897979,-3.8264631637,-0.0788405698,10.1157049650
1520527979064959167,-0.0096023095,0.2529991835,0.3052101974,-3.8276657314,-0.0956284421,10.0355451080
1520527979069974167,-0.0191660646,0.2539213144,0.2860258435,-3.8841864139,-0.1148102869,9.9140888399
1520527979074989167,-0.0272281857,0.2504739965,0.2665347972,-3.8938069556,-0.1807622609,9.8247617095
1520527979080005167,-0.0368010479,0.2446942832,0.2472993123,-3.9082377682,-0.1807611370,9.7482006692
1520527979085021167,-0.0443547691,0.2435694973,0.2310716679,-3.9467199350,-0.1855547015,9.7032562942
1520527979090038167,-0.0496507135,0.2407023894,0.2129326632,-4.0056457529,-0.1951432356,9.6736234538
1520527979095053167,-0.0529423320,0.2358073038,0.1907161747,-4.0814075188,-0.2095270201,9.6650777528
1520527979100070167,-0.0537297989,0.2268447459,0.1644057074,-4.2245130767,-0.1615502576,9.6861803282
1520527979105085167,-0.0535061742,0.2225461912,0.1375878507,-4.2942620040,-0.1267697530,9.7728239632
1520527979110100167,-0.0547913107,0.2173721636,0.1110366709,-4.3074902489,-0.1399592674,9.8008570365
1520527979115117167,-0.0518081935,0.2098709189,0.0836481346,-4.3592006605,-0.1687346102,9.8327663048
1520527979120133167,-0.0465671309,0.1979925081,0.0589275103,-4.3880622856,-0.1363555710,9.8609071089
1520527979125149167,-0.0418316140,0.1837820957,0.0344605808,-4.3868597179,-0.0895891881,9.8817683908
1520527979130165167,-0.0378568583,0.1640328967,0.0107644505,-4.3748340408,-0.1411531629,9.8305672878
1520527979135180167,-0.0298681468,0.1369904617,-0.0092070820,-4.3195159260,-0.1531488755,9.8707155870
1520527979140197167,-0.0198598552,0.1146014971,-0.0256296823,-4.2834388946,-0.1891258980,9.8227516134
1520527979145213167,-0.0116062097,0.0962948690,-0.0433706217,-4.2774260560,-0.2454859662,9.7425601142
1520527979150228167,-0.0035991977,0.0820704395,-0.0621621549,-4.2750209206,-0.2790620854,9.7146779907
1520527979155244167,0.0044129579,0.0701705303,-0.0785009903,-4.2906543009,-0.3606024166,9.6475053222
1520527979160259167,0.0124301355,0.0644006227,-0.0988513293,-4.1884360453,-0.4169699776,9.5838095778
1520527979165276167,0.0222163863,0.0638668561,-0.1156478232,-4.1283076596,-0.4289660648,9.5716145788
1520527979170292167,0.0289990516,0.0682679627,-0.1259078225,-4.1042563054,-0.4289679380,9.6074069403
1520527979175308167,0.0337747644,0.0776327451,-0.1401844840,-4.0874203574,-0.3654148068,9.5955596550
1520527979180323167,0.0370409239,0.0855392856,-0.1541989147,-4.0814075188,-0.3366359050,9.6291752402
1520527979185339167,0.0382954187,0.0931565678,-0.1692940183,-4.0525458937,-0.2910708167,9.6544170510
1520527979190355167,0.0390389968,0.0931910994,-0.1820110756,-3.9599481798,-0.2587012371,9.7022942355
1520527979195371167,0.0357566421,0.0879725783,-0.1923257677,-3.8685530336,-0.2515135127,9.6735061803
1520527979200387167,0.0322224593,0.0818776200,-0.2018350248,-3.8216528928,-0.2515171654,9.6858332666
1520527979205403167,0.0261725086,0.0708150283,-0.2065075809,-3.8240580283,-0.2671058036,9.6893583100
1520527979210417167,0.0193719625,0.0626681719,-0.2119681437,-3.7759553197,-0.2898932181,9.7016959087
1520527979215435167,0.0128151056,0.0495707907,-0.2185491492,-3.8156400543,-0.2958858294,9.7857623869
1520527979220450167,0.0057593912,0.0393877862,-0.2253775363,-3.8240580283,-0.2419238547,9.8241424525
1520527979225467167,-0.0020501648,0.0333020806,-0.2389370475,-3.8384888408,-0.1603811820,9.8404734135
1520527979230481167,-0.0106170868,0.0269348931,-0.2562850241,-3.8348811377,-0.0680476504,9.8798611537
1520527979235498167,-0.0191825113,0.0223189265,-0.2747018458,-3.7735501843,0.0350736493,9.9547029896
1520527979240514167,-0.0292497030,0.0214874543,-0.2920047835,-3.6677242256,0.0770353221,9.9222541310
1520527979245530167,-0.0415765181,0.0215263358,-0.3082146678,-3.5907598919,0.1477786128,9.9621110548
1520527979250546167,-0.0528948409,0.0230181632,-0.3227920282,-3.5474674543,0.1837494538,10.0197617903
1520527979255562167,-0.0609437738,0.0253810536,-0.3357455114,-3.4163875736,0.2233108788,9.9859073202
1520527979260576167,-0.0735124788,0.0300717910,-0.3481317170,-3.2636614740,0.2520783542,9.9565012590
1520527979265593167,-0.0863267274,0.0359141280,-0.3553681916,-3.1037199682,0.2316805102,10.0223687146
1520527979270610167,-0.0946234935,0.0370946279,-0.3621075448,-2.9906786032,0.2184811615,9.9678226802
1520527979275624167,-0.1089489694,0.0394353892,-0.3677446207,-2.8559910193,0.1896913014,9.8259203595
1520527979280641167,-0.1177446480,0.0394326716,-0.3679988313,-2.7994703368,0.1609075292,9.8393440135
1520527979285657167,-0.1295607895,0.0382741610,-0.3723145220,-2.7249111386,0.1261266500,9.7689235736
1520527979290673167,-0.1396152830,0.0406202382,-0.3793122617,-2.6551622113,0.0757573200,9.7380780497
1520527979295688167,-0.1486697758,0.0380080733,-0.3844558394,-2.6178826122,0.0757544165,9.7133101699
1520527979300704167,-0.1574777174,0.0333628710,-0.3920503586,-2.5625644974,0.1177200230,9.6836772116
1520527979305721167,-0.1662944485,0.0258198489,-0.4056191183,-2.5385131431,0.1417009582,9.6206639502
1520527979310735167,-0.1726011827,0.0162388481,-0.4194786527,-2.4783847575,0.1608825220,9.5840335253
1520527979315753167,-0.1779061518,0.0046207347,-0.4341672533,-2.3737613664,0.2064417097,9.5237014089
1520527979320767167,-0.1819549326,-0.0064104752,-0.4502064708,-2.2523020274,0.2675884116,9.4736495158
1520527979325782167,-0.1849963658,-0.0171557342,-0.4640809650,-2.1572991781,0.3515208421,9.4528865154
1520527979330799167,-0.1850193080,-0.0252751657,-0.4787526898,-2.0851451153,0.3922859969,9.4091451282
1520527979335816167,-0.1820208110,-0.0284369650,-0.4944744063,-2.0250167297,0.4210606841,9.3411274618
1520527979340832167,-0.1795172591,-0.0269411794,-0.5085363447,-1.9985602400,0.5109941553,9.3105665073
1520527979345847167,-0.1717343148,-0.0219379707,-0.5258279580,-2.0141936203,0.5193893559,9.3386019426
1520527979350864167,-0.1631979522,-0.0151766899,-0.5466247296,-2.0214090265,0.5385761646,9.3177348723
1520527979355879167,-0.1564245469,-0.0089886693,-0.5712103229,-1.9131779324,0.5433642969,9.3678110739
1520527979360894167,-0.1441108728,0.0027239831,-0.5906235734,-1.9023548230,0.5469608752,9.3537564929
1520527979365912167,-0.1353150256,0.0164829616,-0.6129907331,-1.8530495467,0.5685415628,9.3741741287
1520527979370926167,-0.1257629021,0.0334540212,-0.6377697521,-1.8013391351,0.5481521482,9.3237185000
1520527979375941167,-0.1149530144,0.0492505653,-0.6590429003,-1.7051337180,0.5433480937,9.3367325003
1520527979380959167,-0.1036345934,0.0679545957,-0.6778598381,-1.6377899261,0.5001737935,9.3547134166
1520527979385974167,-0.0928243528,0.0843353657,-0.6996696320,-1.6257642490,0.4701943464,9.3848413423
1520527979390990167,-0.0857867623,0.0983835827,-0.7214902098,-1.5993077593,0.4402137752,9.3753159129
1520527979396006167,-0.0772390932,0.1133029019,-0.7419541891,-1.5620281602,0.4270203271,9.4156409573
1520527979401022167,-0.0712103911,0.1256067884,-0.7654095138,-1.5391793736,0.4102305817,9.4003270606
1520527979406037167,-0.0669370485,0.1378976025,-0.7842622912,-1.5115203162,0.3718559339,9.3884738236
1520527979411053167,-0.0604043923,0.1484409955,-0.8031326077,-1.4285431441,0.2939053439,9.3726343104
1520527979416069167,-0.0553756204,0.1592635274,-0.8176691664,-1.4080994929,0.2603278198,9.3957109450
1520527979421085167,-0.0531101751,0.1680329013,-0.8276168725,-1.4357585503,0.2399445868,9.3622978654
1520527979426100167,-0.0513538785,0.1736041327,-0.8402935580,-1.3948712481,0.2387422619,9.3944410935
1520527979431117167,-0.0493421000,0.1835520580,-0.8551017312,-1.4141123315,0.3178870284,9.4305776606
1520527979436133167,-0.0480858528,0.1897000342,-0.8656086699,-1.4261380086,0.4222131819,9.4503494259
1520527979441148167,-0.0470846405,0.1943968167,-0.8782906246,-1.4345559826,0.4941622629,9.4875498074
1520527979446164167,-0.0460830794,0.1982143466,-0.8890854272,-1.4537970660,0.5948915570,9.5933939637
1520527979451180167,-0.0465899267,0.2017406297,-0.9001501985,-1.4946843683,0.7148087838,9.6668900708
1520527979456196167,-0.0501153905,0.2049830880,-0.9144581429,-1.5343691028,0.7855611596,9.6799909301
1520527979461211167,-0.0521285802,0.2090893641,-0.9247040299,-1.5487999153,0.8599089897,9.7497875290
1520527979466229167,-0.0553931598,0.2172759882,-0.9354575520,-1.5692435665,0.8407243352,9.8325174452
1520527979471244167,-0.0596570461,0.2271988707,-0.9418671343,-1.5018997745,0.8287276860,9.8911429971
1520527979476258167,-0.0634178997,0.2356570148,-0.9453127606,-1.4886715297,0.8083412685,9.8759262488
1520527979481277167,-0.0679221000,0.2484703343,-0.9430421767,-1.4634176077,0.7615728251,9.8594560315
1520527979486291167,-0.0721747348,0.2624536610,-0.9423864425,-1.4297457118,0.7423839559,9.8277691126
1520527979491308167,-0.0766736543,0.2796399338,-0.9408941500,-1.4080994929,0.7567719551,9.8426522609
1520527979496323167,-0.0758948632,0.2953633387,-0.9364467692,-1.4273405763,0.7315915048,9.8417019540
1520527979501338167,-0.0768691343,0.3163346181,-0.9333088353,-1.3924661127,0.7195973844,9.8483470645
1520527979506355167,-0.0790977433,0.3390544409,-0.9304257752,-1.3515788104,0.7219924808,9.8700274890
1520527979511369167,-0.0775543687,0.3611820449,-0.9234959736,-1.2673990705,0.7063970991,9.8796826320
1520527979516386167,-0.0775232798,0.3780553955,-0.9133568365,-1.2132835234,0.7231808503,9.9093552766
1520527979521402167,-0.0767359658,0.3955067116,-0.9013208322,-1.1423320284,0.7471581329,9.8691283970
1520527979526418167,-0.0774568838,0.4129588937,-0.8898231193,-1.0858113459,0.7399588883,9.8790445710
1520527979531434167,-0.0754243781,0.4237161422,-0.8805460384,-0.9775802517,0.7843186546,9.8977042976
1520527979536451167,-0.0749056559,0.4274679164,-0.8669907770,-0.8958056472,0.8202864984,9.9340618801
1520527979541467167,-0.0743904581,0.4268409100,-0.8504928569,-0.7875745530,0.7914986988,10.0155487099
1520527979546482167,-0.0718698878,0.4215481682,-0.8324109647,-0.7070025163,0.7591156322,10.0496603619
1520527979551498167,-0.0688535375,0.4118877691,-0.8154455357,-0.6576972401,0.7926877240,10.1467678052
1520527979556513167,-0.0665898487,0.4042718653,-0.8003569663,-0.7033948131,0.8322629170,10.1936597674
1520527979561529167,-0.0648275186,0.4001640339,-0.7895695207,-0.7021922454,0.8718344573,10.1819880346
1520527979566545167,-0.0592910370,0.4016034549,-0.7822639340,-0.7142179226,0.8454543046,10.2414001523
1520527979571561167,-0.0577764813,0.4018743057,-0.7744186803,-0.6697229172,0.8334594350,10.2223844553
1520527979576576167,-0.0552503518,0.4065148613,-0.7660008554,-0.6564946723,0.8022807537,10.2025296553
1520527979581592167,-0.0569939658,0.4146583703,-0.7605244240,-0.6168099378,0.7914853991,10.2277210795
1520527979586609167,-0.0607416782,0.4277560854,-0.7555475582,-0.6107970992,0.7986797734,10.3031948952
1520527979591624167,-0.0622264741,0.4399725203,-0.7476055573,-0.6119996670,0.8394506414,10.3287340097
1520527979596641167,-0.0694967727,0.4486929901,-0.7407616823,-0.5831380418,0.8106690234,10.4342362523
1520527979601656167,-0.0790343004,0.4547966690,-0.7363685277,-0.5109839791,0.8262522293,10.5532195748
1520527979606672167,-0.0890701171,0.4629347436,-0.7300650568,-0.4484504580,0.8058619718,10.6548994586
1520527979611687167,-0.0991173266,0.4635004627,-0.7251721156,-0.3762963952,0.8346357224,10.6716012504
1520527979616704167,-0.1114252494,0.4678671347,-0.7253864458,-0.3053449002,0.8442233198,10.7534135181
