#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520527990929532414,-0.1665194691,-0.1350297959,0.6588375055,0.9979698371,-0.0594407732,0.0156672781,-0.0166593855
1520527990937865414,-0.1661249797,-0.1347109479,0.6615681120,0.9973667554,-0.0686298769,0.0170421545,-0.0160953470
1520527990946199414,-0.1657619360,-0.1342320089,0.6641950011,0.9966180475,-0.0786664048,0.0178143782,-0.0157070742
1520527990954532414,-0.1656350706,-0.1338587849,0.6668224449,0.9958521514,-0.0877179683,0.0179232785,-0.0162113105
1520527990962865414,-0.1650776435,-0.1329771913,0.6690180106,0.9951769938,-0.0945298336,0.0195975712,-0.0174010591
1520527990971198414,-0.1648507930,-0.1327547324,0.6717420694,0.9939336031,-0.1068983093,0.0205463829,-0.0157031914
1520527990979532414,-0.1643049329,-0.1321836920,0.6747873195,0.9925028497,-0.1194458154,0.0215959581,-0.0142970285
1520527990987865414,-0.1638582104,-0.1316174282,0.6773540119,0.9912105294,-0.1297710674,0.0219453912,-0.0133998580
1520527990996198414,-0.1635580268,-0.1310426929,0.6792964716,0.9901595196,-0.1372235617,0.0240028951,-0.0133297020
1520527991004532414,-0.1631294064,-0.1301869932,0.6817142643,0.9888985952,-0.1459964366,0.0243947558,-0.0130194021
1520527991012865414,-0.1627157382,-0.1296825802,0.6842055616,0.9875364001,-0.1548523312,0.0252634443,-0.0124246674
1520527991021199414,-0.1623612848,-0.1288521432,0.6864124220,0.9861698413,-0.1633143378,0.0254125278,-0.0123156280
1520527991029532414,-0.1619652163,-0.1284289798,0.6885736108,0.9847493279,-0.1717081247,0.0255719272,-0.0114524097
1520527991037865414,-0.1617065156,-0.1276167821,0.6907692654,0.9831807684,-0.1803419006,0.0265788835,-0.0112222355
1520527991046198414,-0.1613133953,-0.1268520569,0.6925252267,0.9821353585,-0.1859748950,0.0264760035,-0.0110678447
1520527991054532414,-0.1610768001,-0.1260693153,0.6945992080,0.9807190157,-0.1931612819,0.0278377787,-0.0101975280
1520527991062865414,-0.1603176530,-0.1253144068,0.6966359129,0.9793085782,-0.2000752159,0.0292127274,-0.0084399734
1520527991071199414,-0.1602007315,-0.1246311462,0.6986290633,0.9777793617,-0.2072821243,0.0300610862,-0.0088301717
1520527991079532414,-0.1598305134,-0.1238241788,0.7007265734,0.9762781705,-0.2141595326,0.0307523941,-0.0084213259
1520527991087865414,-0.1595732536,-0.1230632106,0.7025896323,0.9748786293,-0.2204367128,0.0310553080,-0.0074082097
1520527991096198414,-0.1594491666,-0.1225105185,0.7042321774,0.9733627069,-0.2268544694,0.0322274948,-0.0079673726
1520527991104532414,-0.1588161654,-0.1217102094,0.7061248713,0.9720337735,-0.2323874303,0.0329953180,-0.0075983166
1520527991112865414,-0.1585512314,-0.1208999686,0.7079063422,0.9704764086,-0.2388424143,0.0329224051,-0.0067791311
1520527991121198414,-0.1582755261,-0.1203465342,0.7094773803,0.9686747143,-0.2457573361,0.0350398154,-0.0066963464
1520527991129532414,-0.1578177465,-0.1194521842,0.7112247856,0.9669405036,-0.2524101527,0.0359016382,-0.0051234418
1520527991137865414,-0.1576033188,-0.1185920552,0.7127993343,0.9653485858,-0.2583666334,0.0363332097,-0.0053561562
1520527991146199414,-0.1569805082,-0.1179184623,0.7143278981,0.9639192733,-0.2635681834,0.0370115721,-0.0046465957
1520527991154532414,-0.1567602870,-0.1171467701,0.7154699505,0.9624202038,-0.2687400846,0.0388338364,-0.0042486990
1520527991162865414,-0.1563203344,-0.1164200635,0.7170035213,0.9607808602,-0.2745553340,0.0388073764,-0.0036735243
1520527991171198414,-0.1560717107,-0.1158305276,0.7181966551,0.9592170185,-0.2797840070,0.0401238914,-0.0037005720
1520527991179532414,-0.1553525997,-0.1151605213,0.7195317330,0.9578700521,-0.2843104557,0.0404815204,-0.0037114187
1520527991187865414,-0.1550845204,-0.1143134174,0.7206386636,0.9567086141,-0.2883098377,0.0396838287,-0.0033554390
1520527991196199414,-0.1547043721,-0.1135727302,0.7216353372,0.9554806036,-0.2921951407,0.0409322509,-0.0018348932
1520527991204532414,-0.1543674438,-0.1130746562,0.7227476443,0.9537448075,-0.2977120960,0.0416087820,-0.0026569338
1520527991212865414,-0.1540512792,-0.1122970433,0.7235693570,0.9525567736,-0.3012460347,0.0434190165,-0.0010993439
1520527991221198414,-0.1534453335,-0.1115106308,0.7246824475,0.9506631826,-0.3072726248,0.0426948201,-0.0004467465
1520527991229532414,-0.1530361474,-0.1111282760,0.7254419557,0.9495020578,-0.3106967643,0.0437389006,-0.0005209068
1520527991237865414,-0.1527672523,-0.1106319605,0.7261402945,0.9482310053,-0.3143673998,0.0450677098,-0.0000104271
1520527991246198414,-0.1525055929,-0.1100163507,0.7267180652,0.9468318701,-0.3183956211,0.0461912742,0.0000659816
1520527991254532414,-0.1521558468,-0.1095384201,0.7271289026,0.9457971010,-0.3213005714,0.0472603934,0.0004916964
1520527991262865414,-0.1516973647,-0.1090585981,0.7276876657,0.9450320444,-0.3236423720,0.0465765041,0.0008242020
1520527991271199414,-0.1514530664,-0.1087481469,0.7282666601,0.9432975250,-0.3285728853,0.0471918796,0.0016015413
1520527991279532414,-0.1515506475,-0.1088284251,0.7286180639,0.9419428776,-0.3321335641,0.0493018730,0.0004859716
1520527991287865414,-0.1506411857,-0.1079421233,0.7289151057,0.9411941188,-0.3342996433,0.0489250751,0.0019277576
1520527991296198414,-0.1506081495,-0.1073951753,0.7291991778,0.9403680599,-0.3368096838,0.0475389239,0.0026831827
1520527991304532414,-0.1502609211,-0.1072826258,0.7289920531,0.9396322575,-0.3385568171,0.0496737776,0.0017372442
1520527991312865414,-0.1505171465,-0.1072875835,0.7288059852,0.9394463185,-0.3386893864,0.0522392307,0.0010848507
1520527991321199414,-0.1502972723,-0.1072353151,0.7286619651,0.9387925696,-0.3404744105,0.0523815288,0.0013647603
1520527991329532414,-0.1497257099,-0.1067285447,0.7284604119,0.9389164526,-0.3403206147,0.0511255437,0.0019882408
1520527991337865414,-0.1494496022,-0.1066681968,0.7282535106,0.9384411009,-0.3415745196,0.0514178532,0.0033692717
1520527991346198414,-0.1492986413,-0.1067031574,0.7278575156,0.9382962132,-0.3418689039,0.0521240367,0.0029922708
1520527991354532414,-0.1491606106,-0.1068294380,0.7275494044,0.9381630458,-0.3422950250,0.0517281899,0.0028999639
1520527991362865414,-0.1491484976,-0.1068221746,0.7266575355,0.9389525008,-0.3401540567,0.0515751262,0.0018507881
1520527991371198414,-0.1490242791,-0.1069715232,0.7260570946,0.9393848602,-0.3390351339,0.0510723816,0.0016953754
1520527991379532414,-0.1487851913,-0.1074327412,0.7256446772,0.9388386159,-0.3406402531,0.0504394862,0.0014592442
1520527991387865414,-0.1488877380,-0.1076964186,0.7246240851,0.9398430611,-0.3378323755,0.0506257655,0.0011568734
1520527991396199414,-0.1485764171,-0.1079938847,0.7237219106,0.9406350241,-0.3357560606,0.0496879107,0.0021750434
1520527991404532414,-0.1485406106,-0.1086893873,0.7228883809,0.9417249205,-0.3329123799,0.0481675580,0.0018460180
1520527991437865414,-0.1489648110,-0.1109648170,0.7174902763,0.9484682431,-0.3137231331,0.0445559306,0.0007460386
1520527991446199414,-0.1490777899,-0.1117317926,0.7158804103,0.9502495156,-0.3083181317,0.0443320896,0.0006735626
1520527991454532414,-0.1492536974,-0.1127126532,0.7143931630,0.9518952246,-0.3033257363,0.0434489108,-0.0010821945
1520527991462865414,-0.1492994261,-0.1132232818,0.7128806443,0.9540274693,-0.2967868630,0.0418221270,-0.0002353401
1520527991471198414,-0.1494820761,-0.1142336368,0.7110304611,0.9561189394,-0.2902254474,0.0400408236,-0.0015798284
1520527991479532414,-0.1497241473,-0.1148215056,0.7092577153,0.9581812478,-0.2834048873,0.0396091504,-0.0012171152
1520527991487865414,-0.1499048334,-0.1159280375,0.7074472881,0.9595903268,-0.2788351812,0.0378671619,-0.0018505271
1520527991496198414,-0.1499183927,-0.1167704112,0.7055184306,0.9619738290,-0.2707168287,0.0363104373,-0.0005505661
1520527991504532414,-0.1501543633,-0.1178553214,0.7035095706,0.9639787886,-0.2637700329,0.0341826485,-0.0013459123
1520527991512865414,-0.1503497496,-0.1187943112,0.7011740900,0.9665225876,-0.2544044837,0.0333481406,-0.0005897006
1520527991521199414,-0.1503329580,-0.1197251425,0.6990374292,0.9683331979,-0.2477218626,0.0310485933,-0.0008254616
1520527991529532414,-0.1505302226,-0.1203168891,0.6967969862,0.9705053035,-0.2394070487,0.0283499048,-0.0000611200
1520527991537865414,-0.1504690372,-0.1214947738,0.6946202872,0.9728450713,-0.2299207002,0.0266207845,-0.0005222499
1520527991546198414,-0.1504077925,-0.1225139560,0.6924527240,0.9743971343,-0.2233348703,0.0259101783,-0.0006503641
1520527991554532414,-0.1508680895,-0.1232517420,0.6898483052,0.9766379038,-0.2137435599,0.0221368367,-0.0014338223
1520527991562865414,-0.1512086662,-0.1242591782,0.6873627380,0.9785048883,-0.2050468407,0.0219024060,-0.0020642695
1520527991571199414,-0.1514823173,-0.1252314119,0.6848147729,0.9802721491,-0.1965715538,0.0204390419,-0.0028954106
1520527991579532414,-0.1516897588,-0.1263228668,0.6821300719,0.9822309799,-0.1865339157,0.0202924488,-0.0039518163
1520527991587865414,-0.1519645503,-0.1274666458,0.6799439601,0.9837500272,-0.1782450349,0.0212236287,-0.0037615323
1520527991596198414,-0.1522298482,-0.1286576420,0.6770754760,0.9853157098,-0.1696119249,0.0191930928,-0.0040462581
1520527991604532414,-0.1520788238,-0.1297628892,0.6740345579,0.9869296138,-0.1602229820,0.0166928144,-0.0044590839
1520527991612865414,-0.1526481806,-0.1306201560,0.6717553208,0.9881491602,-0.1526239173,0.0155284002,-0.0051035178
1520527991621198414,-0.1522321167,-0.1317541127,0.6691285304,0.9894378492,-0.1441106425,0.0153151010,-0.0032113776
1520527991629532414,-0.1522669301,-0.1326339501,0.6661995513,0.9908203966,-0.1345507304,0.0124617285,-0.0039683603
1520527991637865414,-0.1526322759,-0.1332554548,0.6631663452,0.9920856498,-0.1249312239,0.0116080744,-0.0048482437
1520527991646199414,-0.1526743257,-0.1342594979,0.6606641078,0.9932709895,-0.1151886511,0.0105331717,-0.0057765345
1520527991654532414,-0.1526523645,-0.1348221112,0.6578668112,0.9943959872,-0.1052400441,0.0084850539,-0.0053997711
1520527991662865414,-0.1527391218,-0.1357151135,0.6549014718,0.9954787741,-0.0944439176,0.0080533643,-0.0061237271
1520527991671198414,-0.1530571005,-0.1362563448,0.6521836355,0.9961778616,-0.0866553773,0.0084171669,-0.0070473332
1520527991679532414,-0.1530254152,-0.1370172647,0.6496018913,0.9969153514,-0.0778072652,0.0079785504,-0.0064926449
1520527991687865414,-0.1529391484,-0.1377663537,0.6468908173,0.9976017203,-0.0685410466,0.0072696642,-0.0063312310
1520527991696199414,-0.1531471966,-0.1380579626,0.6441535633,0.9981647818,-0.0597464603,0.0075706067,-0.0063336140
1520527991704532414,-0.1533668505,-0.1387234543,0.6417411082,0.9985950208,-0.0520877901,0.0064562262,-0.0072913417
1520527991712865414,-0.1533286732,-0.1388559059,0.6388181465,0.9990886958,-0.0417025513,0.0064784777,-0.0063800120
1520527991721198414,-0.1535418794,-0.1394270615,0.6362654118,0.9993941301,-0.0337133233,0.0059241926,-0.0062998813
1520527991729532414,-0.1535921426,-0.1396189295,0.6336530996,0.9996177309,-0.0262096247,0.0050968488,-0.0071742376
1520527991737865414,-0.1533970566,-0.1399893806,0.6311500273,0.9998081019,-0.0177601976,0.0044271140,-0.0069810688
1520527991746198414,-0.1535347423,-0.1402778247,0.6285457266,0.9999173691,-0.0083253371,0.0019659554,-0.0095957701
1520527991754532414,-0.1536704840,-0.1405183521,0.6260862734,0.9999622645,-0.0011968653,0.0036871213,-0.0077744604
1520527991762865414,-0.1537442321,-0.1406182661,0.6235367775,0.9999305444,0.0069757161,0.0043519043,-0.0084443235
1520527991771199414,-0.1536242866,-0.1410764280,0.6211921656,0.9998108575,0.0160888163,0.0030187410,-0.0105017345
1520527991779532414,-0.1542411502,-0.1411030117,0.6186993344,0.9996404399,0.0239739109,0.0050019622,-0.0109189202
1520527991787865414,-0.1537291580,-0.1414374296,0.6163787672,0.9994771315,0.0305277988,0.0061002333,-0.0087352292
1520527991796198414,-0.1540129122,-0.1417907365,0.6142073379,0.9992379851,0.0374622309,0.0057834420,-0.0093049532
1520527991804532414,-0.1538443207,-0.1423134023,0.6121504387,0.9989933953,0.0436439379,0.0060966852,-0.0083805283
1520527991812865414,-0.1536972822,-0.1419599831,0.6097298584,0.9985791575,0.0522473394,0.0060498534,-0.0085604315
1520527991821199414,-0.1537176535,-0.1421250736,0.6076603500,0.9981640528,0.0595424373,0.0060437569,-0.0093110050
1520527991829532414,-0.1543796952,-0.1415581858,0.6048786119,0.9975862705,0.0685452016,0.0063175289,-0.0091256285
1520527991837865414,-0.1540289721,-0.1417044756,0.6029035228,0.9971667420,0.0743217538,0.0045288943,-0.0106889983
1520527991846198414,-0.1537793258,-0.1422979500,0.6010801794,0.9966313651,0.0812935825,0.0028142093,-0.0104573351
1520527991879532414,-0.1541595665,-0.1413300309,0.5917613656,0.9936654138,0.1117161318,0.0050649395,-0.0110859258
1520527991887865414,-0.1540790375,-0.1419907239,0.5901305911,0.9932171220,0.1156814426,0.0028172195,-0.0113848875
1520527991896199414,-0.1539322367,-0.1415759581,0.5877261576,0.9922593185,0.1236366802,0.0042269147,-0.0108420183
1520527991904532414,-0.1539248632,-0.1423798327,0.5859253392,0.9917461154,0.1277214312,0.0027709158,-0.0109179086
1520527991912865414,-0.1542476645,-0.1427175543,0.5844570927,0.9912283060,0.1314576703,0.0024274631,-0.0133952842
1520527991921198414,-0.1543130803,-0.1425240634,0.5822997304,0.9903909840,0.1375964804,0.0025180426,-0.0136589507
1520527991929532414,-0.1539256418,-0.1415968120,0.5796231299,0.9889767372,0.1473550335,-0.0019728474,-0.0144088603
1520527991937865414,-0.1541506601,-0.1411894896,0.5777616600,0.9884045581,0.1515496854,0.0019170577,-0.0092437687
1520527991946199414,-0.1543083401,-0.1405108418,0.5756226603,0.9869315326,0.1603715012,-0.0030045551,-0.0154306283
1520527991954532414,-0.1537044607,-0.1406442497,0.5737221408,0.9858393084,0.1671096382,-0.0013999842,-0.0139020432
1520527991962865414,-0.1540472059,-0.1393011254,0.5714538312,0.9846197544,0.1743154009,0.0005751906,-0.0117366733
1520527991971198414,-0.1537590898,-0.1399023272,0.5699798651,0.9840222781,0.1777057161,-0.0006822805,-0.0109712924
1520527991979532414,-0.1537262454,-0.1391081930,0.5676147372,0.9826441339,0.1849692755,-0.0022713365,-0.0138460925
1520527991987865414,-0.1545310225,-0.1389322442,0.5659300248,0.9815914232,0.1905493739,0.0014199174,-0.0129305035
1520527991996198414,-0.1541579692,-0.1383290490,0.5639639724,0.9803706723,0.1969231706,0.0004451010,-0.0097165644
1520527992004532414,-0.1541218663,-0.1383283881,0.5624344334,0.9795654421,0.2008319173,-0.0006901118,-0.0108447894
1520527992012865414,-0.1543325575,-0.1378526968,0.5605791241,0.9783130472,0.2068078637,0.0004113663,-0.0115723826
1520527992021199414,-0.1539334529,-0.1366480683,0.5582989503,0.9764514177,0.2153680202,-0.0021445614,-0.0124356596
1520527992029532414,-0.1542889942,-0.1374674934,0.5568966334,0.9757202247,0.2186405193,0.0002895087,-0.0128950589
1520527992037865414,-0.1542882473,-0.1373611009,0.5554866363,0.9747144005,0.2230090501,-0.0010799975,-0.0140582611
1520527992046198414,-0.1541601727,-0.1371093061,0.5540068184,0.9737023747,0.2273768330,-0.0016811174,-0.0141645727
1520527992054532414,-0.1539225246,-0.1358833861,0.5519001123,0.9718678320,0.2351812991,-0.0016259894,-0.0126502894
1520527992062865414,-0.1534134877,-0.1354702113,0.5500863618,0.9706011376,0.2402064786,-0.0056561639,-0.0142227662
1520527992071199414,-0.1537728255,-0.1358356462,0.5490861012,0.9701115713,0.2422866715,-0.0028535828,-0.0131364079
1520527992079532414,-0.1536476766,-0.1352967154,0.5474021609,0.9688242866,0.2473809909,-0.0031929674,-0.0131130435
1520527992087865414,-0.1534932317,-0.1341522883,0.5451574029,0.9668784733,0.2547078123,-0.0061328867,-0.0152425698
1520527992096198414,-0.1535862327,-0.1341771628,0.5438993241,0.9657909452,0.2589403312,-0.0040996443,-0.0134516943
1520527992104532414,-0.1536281557,-0.1339069166,0.5425830819,0.9650622251,0.2616473579,-0.0041492738,-0.0133545980
1520527992112865414,-0.1533878056,-0.1330392744,0.5405688926,0.9628252695,0.2696475757,-0.0062160619,-0.0148002031
1520527992121198414,-0.1537485404,-0.1323610045,0.5391088305,0.9610947326,0.2756702669,-0.0055495027,-0.0164930893
1520527992129532414,-0.1533396389,-0.1321811651,0.5377981505,0.9601710435,0.2788779667,-0.0060590550,-0.0161844015
1520527992137865414,-0.1535819490,-0.1319750952,0.5366979670,0.9593205839,0.2818353329,-0.0049143351,-0.0157705986
1520527992146199414,-0.1533384946,-0.1314529670,0.5352663204,0.9578692653,0.2867759405,-0.0049771899,-0.0148747504
1520527992154532414,-0.1533738044,-0.1314651917,0.5340734337,0.9570984003,0.2894220929,-0.0034679454,-0.0136190189
1520527992162865414,-0.1531160106,-0.1303927445,0.5328169078,0.9551093828,0.2959021594,-0.0037772907,-0.0139180097
1520527992171198414,-0.1530563774,-0.1300062176,0.5314482543,0.9540387643,0.2992628349,-0.0049287718,-0.0150830696
1520527992179532414,-0.1528747200,-0.1294474083,0.5299761701,0.9525538461,0.3039882803,-0.0048922531,-0.0144347327
1520527992187865414,-0.1530340045,-0.1294166900,0.5289383757,0.9517917904,0.3063113018,-0.0052958613,-0.0154184325
1520527992196199414,-0.1530081535,-0.1292433221,0.5277610597,0.9507642094,0.3094912546,-0.0043786493,-0.0156015651
1520527992204532414,-0.1528701040,-0.1286081351,0.5264174772,0.9495028248,0.3133315774,-0.0041332275,-0.0158311308
1520527992212865414,-0.1528808713,-0.1280113858,0.5252001568,0.9480938927,0.3175845473,-0.0036010824,-0.0156543324
1520527992221198414,-0.1526054161,-0.1272575952,0.5240396609,0.9463852336,0.3225686230,-0.0055039609,-0.0165583679
1520527992229532414,-0.1528095849,-0.1269140354,0.5228544492,0.9457750725,0.3243816507,-0.0038174035,-0.0164767830
1520527992237865414,-0.1525397445,-0.1268034992,0.5221005343,0.9448015108,0.3271536397,-0.0056426258,-0.0169929999
1520527992246198414,-0.1524482644,-0.1264080667,0.5211517586,0.9437278998,0.3302184326,-0.0064133468,-0.0170969850
1520527992254532414,-0.1525454300,-0.1265379391,0.5203447181,0.9433202394,0.3313608183,-0.0060650180,-0.0176110673
1520527992262865414,-0.1525307265,-0.1259991613,0.5194555046,0.9426286995,0.3333029123,-0.0061812839,-0.0179470130
1520527992271199414,-0.1521575432,-0.1254547868,0.5186797935,0.9413062048,0.3370520481,-0.0066621334,-0.0171511409
1520527992279532414,-0.1519558274,-0.1252071084,0.5180196545,0.9409784966,0.3380170101,-0.0061883000,-0.0162995333
1520527992287865414,-0.1517494372,-0.1252127206,0.5175090035,0.9406847201,0.3388492973,-0.0063494672,-0.0159089686
1520527992296198414,-0.1518811003,-0.1244378977,0.5164719203,0.9396605556,0.3416577976,-0.0064653689,-0.0163152857
1520527992304532414,-0.1521506285,-0.1245226355,0.5160390887,0.9393004724,0.3425370413,-0.0078890507,-0.0179097936
1520527992312865414,-0.1520293713,-0.1243360273,0.5154714839,0.9389607032,0.3434895151,-0.0078610212,-0.0174915752
1520527992321199414,-0.1519600153,-0.1239925518,0.5147426598,0.9389322268,0.3436122880,-0.0060288772,-0.0173355584
1520527992329532414,-0.1517918852,-0.1237876360,0.5141775439,0.9387950927,0.3439987104,-0.0058055801,-0.0171742941
1520527992337865414,-0.1516905410,-0.1235001483,0.5136408821,0.9386665185,0.3443992540,-0.0053119552,-0.0163126962
1520527992346198414,-0.1515330570,-0.1232260338,0.5131867604,0.9382512903,0.3455407138,-0.0050846913,-0.0161331107
1520527992354532414,-0.1515922232,-0.1229292280,0.5130429417,0.9374377584,0.3476084980,-0.0057627288,-0.0185895730
1520527992362865414,-0.1513961405,-0.1228353828,0.5122058895,0.9372774451,0.3480973456,-0.0069426241,-0.0170595670
1520527992371198414,-0.1514133726,-0.1221248104,0.5115764190,0.9362730177,0.3508227405,-0.0051078671,-0.0170338104
1520527992379532414,-0.1512807359,-0.1220029655,0.5108660813,0.9360179457,0.3515097859,-0.0052750307,-0.0168359676
1520527992387865414,-0.1513191863,-0.1216310411,0.5101558841,0.9355970826,0.3526840110,-0.0047494926,-0.0157965119
1520527992396199414,-0.1512957857,-0.1215064040,0.5095650784,0.9353613852,0.3533398837,-0.0040054932,-0.0152958076
1520527992404532414,-0.1508857755,-0.1210397331,0.5091800548,0.9343594450,0.3559758405,-0.0046340773,-0.0152365944
1520527992412865414,-0.1507843967,-0.1207395999,0.5085948104,0.9335746938,0.3579908822,-0.0060621451,-0.0156227320
1520527992421198414,-0.1508360182,-0.1203136162,0.5080671403,0.9326003278,0.3605249669,-0.0056490898,-0.0156991916
1520527992429532414,-0.1507209211,-0.1202116567,0.5077172134,0.9311915228,0.3640910771,-0.0064322214,-0.0166931743
1520527992437865414,-0.1505160099,-0.1200020569,0.5073785323,0.9305125466,0.3658558038,-0.0063642762,-0.0159820978
1520527992446199414,-0.1506072532,-0.1200283831,0.5073433284,0.9300989727,0.3668581840,-0.0067549784,-0.0168921305
1520527992454532414,-0.1504086643,-0.1194315441,0.5069319540,0.9294146198,0.3686809685,-0.0061002661,-0.0150198093
1520527992462865414,-0.1503427529,-0.1193753177,0.5066666014,0.9286040708,0.3706831741,-0.0059374401,-0.0159126045
1520527992471198414,-0.1501265864,-0.1196626798,0.5066372580,0.9287985950,0.3701226761,-0.0078761267,-0.0167433927
1520527992479532414,-0.1500835758,-0.1192656735,0.5066824509,0.9283442264,0.3712886213,-0.0083043285,-0.0158995340
1520527992487865414,-0.1498775917,-0.1193893018,0.5068967557,0.9288692536,0.3699960243,-0.0081783463,-0.0154261594
1520527992496198414,-0.1498630314,-0.1192402603,0.5069469543,0.9287817865,0.3702441318,-0.0075919408,-0.0150345726
1520527992504532414,-0.1500029234,-0.1194795541,0.5073434625,0.9296829358,0.3679899302,-0.0067072405,-0.0151017572
1520527992512865414,-0.1497541145,-0.1197222079,0.5077820530,0.9299785039,0.3672351789,-0.0067996258,-0.0152338658
1520527992521199414,-0.1497035032,-0.1197719307,0.5081971973,0.9306741424,0.3654588552,-0.0074264977,-0.0151760639
1520527992529532414,-0.1495521293,-0.1205079447,0.5091383864,0.9321483663,0.3616720776,-0.0080081917,-0.0151195362
1520527992537865414,-0.1494170780,-0.1208555152,0.5098624876,0.9329688332,0.3595080853,-0.0083779755,-0.0159029029
1520527992546198414,-0.1493599386,-0.1214943970,0.5109832705,0.9344098666,0.3558345794,-0.0073263633,-0.0143623738
1520527992554532414,-0.1495681043,-0.1223043641,0.5119812470,0.9357465583,0.3522088397,-0.0078688039,-0.0162909106
1520527992562865414,-0.1492613445,-0.1224644314,0.5132877696,0.9367593268,0.3495366244,-0.0069576865,-0.0160531101
1520527992571199414,-0.1491121111,-0.1232401193,0.5140605096,0.9388449474,0.3439539838,-0.0078892681,-0.0142681890
1520527992579532414,-0.1489704301,-0.1242324742,0.5155598869,0.9407999795,0.3385701021,-0.0080206147,-0.0141899375
1520527992587865414,-0.1489201219,-0.1251893073,0.5170788223,0.9432986919,0.3315492698,-0.0077685279,-0.0142235562
1520527992596198414,-0.1489367988,-0.1258461727,0.5184592948,0.9452233781,0.3259689574,-0.0085911590,-0.0149397543
1520527992604532414,-0.1486998245,-0.1264011706,0.5198393307,0.9466713736,0.3218287553,-0.0074224535,-0.0135819647
1520527992612865414,-0.1489005839,-0.1276495912,0.5218792605,0.9490154182,0.3147937374,-0.0076304384,-0.0147110630
1520527992621198414,-0.1485297403,-0.1280686657,0.5233245721,0.9506284606,0.3099186304,-0.0080394533,-0.0138325585
1520527992629532414,-0.1484505028,-0.1288234620,0.5251292187,0.9528349754,0.3031686833,-0.0061850028,-0.0124901879
1520527992637865414,-0.1483760619,-0.1300496168,0.5271152311,0.9551632478,0.2957333919,-0.0062837898,-0.0128625444
1520527992646199414,-0.1483802786,-0.1311208791,0.5291252983,0.9575265719,0.2879991098,-0.0057476953,-0.0128973203
1520527992654532414,-0.1482529258,-0.1314104390,0.5305382533,0.9587771898,0.2837307902,-0.0069608906,-0.0139529542
1520527992662865414,-0.1480901496,-0.1320887934,0.5325526837,0.9606123398,0.2774910398,-0.0067089525,-0.0133283663
1520527992671198414,-0.1480654014,-0.1327903615,0.5346984200,0.9622885420,0.2715633649,-0.0068441672,-0.0143964640
1520527992679532414,-0.1481112604,-0.1337221298,0.5368424294,0.9643193838,0.2642504520,-0.0065957268,-0.0147078532
1520527992687865414,-0.1482167115,-0.1343035523,0.5389311422,0.9659943392,0.2580872639,-0.0051354018,-0.0148164972
1520527992696199414,-0.1483442561,-0.1356030166,0.5414778069,0.9686096640,0.2480787774,-0.0044485877,-0.0152462831
1520527992704532414,-0.1478900665,-0.1359046796,0.5435613854,0.9699793350,0.2426085766,-0.0063771497,-0.0155080690
1520527992712865414,-0.1477767761,-0.1366608913,0.5459365809,0.9722420212,0.2336181892,-0.0035456718,-0.0124668431
1520527992721198414,-0.1475039020,-0.1362468728,0.5471402641,0.9731618721,0.2297238817,-0.0037530972,-0.0129931951
1520527992729532414,-0.1477804781,-0.1376568656,0.5500715663,0.9748728097,0.2222784187,-0.0019539812,-0.0145427431
1520527992737865414,-0.1474966188,-0.1381507312,0.5521584520,0.9765270659,0.2149611323,-0.0020449585,-0.0135062662
1520527992746198414,-0.1470761088,-0.1389323041,0.5543751414,0.9775494952,0.2100577793,-0.0054333118,-0.0155946460
1520527992754532414,-0.1471874267,-0.1395843160,0.5566136223,0.9789745395,0.2034453021,-0.0029441649,-0.0144979973
1520527992762865414,-0.1472290086,-0.1398118495,0.5586930384,0.9804879899,0.1960264836,-0.0020376868,-0.0145865459
1520527992771199414,-0.1468329147,-0.1411970232,0.5615704440,0.9829589154,0.1836077035,-0.0019409123,-0.0087301054
1520527992779532414,-0.1468194732,-0.1420237790,0.5642991538,0.9845444134,0.1747731401,-0.0016690716,-0.0111293182
1520527992787865414,-0.1470591073,-0.1434818653,0.5669225289,0.9860899978,0.1657467612,-0.0006903032,-0.0124117244
1520527992796198414,-0.1463863795,-0.1431741093,0.5686422513,0.9865065062,0.1630343526,-0.0043862945,-0.0143343475
1520527992804532414,-0.1467950500,-0.1432621776,0.5712895946,0.9880390279,0.1537378427,-0.0011434834,-0.0119267595
1520527992812865414,-0.1466334615,-0.1444502842,0.5736558513,0.9893194511,0.1451859950,-0.0015563488,-0.0128696681
1520527992821199414,-0.1465545476,-0.1451081117,0.5762775316,0.9908014931,0.1349790008,0.0000709113,-0.0096470540
1520527992829532414,-0.1464135703,-0.1450922933,0.5780312689,0.9915281049,0.1294934844,0.0008628491,-0.0101346080
1520527992837865414,-0.1464102925,-0.1448166273,0.5803370597,0.9921427138,0.1245477278,0.0001034425,-0.0118612059
1520527992846198414,-0.1463905959,-0.1449119810,0.5822122678,0.9930742960,0.1169583972,0.0005242734,-0.0111310830
1520527992854532414,-0.1460231319,-0.1459225372,0.5851165732,0.9942863706,0.1063558856,0.0015297458,-0.0089832450
1520527992862865414,-0.1461129515,-0.1454380287,0.5864670413,0.9945868108,0.1034586087,0.0023847436,-0.0093651002
1520527992871198414,-0.1457670640,-0.1458684247,0.5888133910,0.9954436712,0.0950230198,0.0019957058,-0.0076511646
1520527992912865414,-0.1453741329,-0.1457884120,0.5981271214,0.9980043152,0.0627847307,0.0020109826,-0.0064358697
